FileName,NumberOfLinesAdded,NumberOLinesDeleted,NumberOfLinesChangedTotal,NumberOfAuthors,NumberOfCommits,NumberOfCommitsOnlyForBugFix,AvgLinesAddedPerCommit,AvgLinesDeletedPerCommit,AvgLinesChangedPerCommit
JodaTime/src/java/org/joda/time/format/BaseDateTimeFormatter.java,722.0,722.0,1873.0,2.0,6.0,2.0,120.33,120.33,312.17
JodaTime/src/test/org/joda/time/format/TestISOPeriodFormatParsing.java,300.0,300.0,658.0,1.0,6.0,2.0,50.0,50.0,109.67
JodaTime/src/test/org/joda/time/format/TestPeriodFormatParsing.java,188.0,188.0,428.0,2.0,7.0,3.0,26.86,26.86,61.14
JodaTime/src/test/org/joda/time/format/TestTextFields.java,210.0,210.0,442.0,2.0,6.0,2.0,35.0,35.0,73.67
JodaTime/src/example/org/joda/example/time/TimeZoneTable.java,233.0,233.0,487.0,2.0,6.0,4.0,38.83,38.83,81.17
JodaTime/xdocs/timezones.xml,505.0,505.0,1078.0,2.0,8.0,3.0,63.12,63.12,134.75
JodaTime/xdocs/installation.xml,122.0,122.0,322.0,3.0,19.0,6.0,6.42,6.42,16.95
JodaTime/src/test/org/joda/time/format/TestDateTimeFormat.java,1307.0,1307.0,3478.0,2.0,22.0,6.0,59.41,59.41,158.09
JodaTime/src/java/org/joda/time/chrono/ThaiBuddhistEraDateTimeField.java,191.0,191.0,394.0,2.0,4.0,1.0,47.75,47.75,98.5
JodaTime/src/java/org/joda/time/field/ZeroIsMaxDateTimeField.java,252.0,252.0,514.0,1.0,3.0,1.0,84.0,84.0,171.33
JodaTime/src/java/org/joda/time/field/SkipDateTimeField.java,156.0,156.0,326.0,2.0,4.0,1.0,39.0,39.0,81.5
JodaTime/src/test/org/joda/time/tz/TestBuilder.java,370.0,370.0,804.0,2.0,5.0,2.0,74.0,74.0,160.8
JodaTime/src/java/org/joda/time/field/SkipUndoDateTimeField.java,150.0,150.0,310.0,1.0,3.0,2.0,50.0,50.0,103.33
JodaTime/NOTICE.txt,5.0,5.0,10.0,1.0,2.0,2.0,2.5,2.5,5.0
JodaTime/src/test/org/joda/time/format/TestDateTimeFormatter.java,786.0,786.0,1779.0,2.0,13.0,2.0,60.46,60.46,136.85
JodaTime/src/test/org/joda/time/format/TestDateTimeFormatStyle.java,373.0,373.0,754.0,1.0,3.0,1.0,124.33,124.33,251.33
JodaTime/src/test/org/joda/time/tz/TestCompiler.java,203.0,203.0,462.0,2.0,4.0,1.0,50.75,50.75,115.5
JodaTime/src/test/org/joda/time/format/TestPeriodFormatter.java,236.0,236.0,478.0,1.0,4.0,0.0,59.0,59.0,119.5
JodaTime/xdocs/upgradeto099.xml,189.0,189.0,381.0,1.0,3.0,0.0,63.0,63.0,127.0
JodaTime/xdocs/upgradeto100.xml,63.0,63.0,167.0,1.0,4.0,0.0,15.75,15.75,41.75
JodaTime/src/java/org/joda/time/chrono/BasicYearDateTimeField.java,295.0,295.0,739.0,1.0,6.0,0.0,49.17,49.17,123.17
JodaTime/xdocs/quickstart.xml,176.0,176.0,377.0,2.0,8.0,3.0,22.0,22.0,47.12
JodaTimeContrib/src/conf/MANIFEST.MF,7.0,7.0,14.0,1.0,2.0,0.0,3.5,3.5,7.0
JodaTimeContrib/build.xml,323.0,323.0,646.0,1.0,2.0,0.0,161.5,161.5,323.0
JodaTimeContrib/RELEASE-NOTES.txt,20.0,20.0,40.0,1.0,2.0,0.0,10.0,10.0,20.0
JodaTimeContrib/checkstyle.xml,81.0,81.0,162.0,1.0,2.0,0.0,40.5,40.5,81.0
JodaTimeContrib/.cvsignore,4.0,4.0,9.0,2.0,3.0,0.0,1.33,1.33,3.0
JodaTimeContrib/NOTICE.txt,5.0,5.0,10.0,1.0,2.0,1.0,2.5,2.5,5.0
JodaTimeContrib/project.properties,13.0,13.0,26.0,1.0,2.0,0.0,6.5,6.5,13.0
JodaTimeContrib/LICENSE.txt,202.0,202.0,404.0,1.0,2.0,1.0,101.0,101.0,202.0
JodaTimeContrib/maven.xml,5.0,5.0,10.0,1.0,2.0,0.0,2.5,2.5,5.0
JodaTimeContrib/project.xml,195.0,195.0,461.0,2.0,5.0,0.0,39.0,39.0,92.2
JodaTimeContrib/src/java/org/joda/time/contrib/hibernate/PersistentDateTime.java,170.0,170.0,386.0,2.0,3.0,0.0,56.67,56.67,128.67
JodaTime/src/test/org/joda/time/TestSerialization.java,483.0,483.0,1182.0,1.0,7.0,2.0,69.0,69.0,168.86
JodaTime/src/testdata/ISOChronology.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/DateTimeZoneUTC.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/CopticChronology.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/TimeOfDay.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/YearMonthDay.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/Instant.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/GJChronology.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/MutableDateTime.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/DateTimeZone.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/DateMidnight.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/DateTime.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTimeContrib/src/java/org/joda/time/contrib/hibernate/PersistentDateTimeTZ.java,135.0,135.0,273.0,2.0,3.0,0.0,45.0,45.0,91.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/Event.java,38.0,38.0,76.0,2.0,2.0,0.0,19.0,19.0,38.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/TestPersistentDateTime.java,133.0,133.0,273.0,2.0,3.0,0.0,44.33,44.33,91.0
JodaTimeContrib/README.txt,27.0,27.0,64.0,2.0,3.0,1.0,9.0,9.0,21.33
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/event.hbm.xml,16.0,16.0,32.0,2.0,2.0,0.0,8.0,8.0,16.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/eventTZ.hbm.xml,19.0,19.0,38.0,2.0,2.0,0.0,9.5,9.5,19.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/EventTZ.java,38.0,38.0,76.0,2.0,2.0,0.0,19.0,19.0,38.0
JodaTime/src/java/org/joda/time/IllegalFieldValueException.java,357.0,357.0,840.0,2.0,8.0,1.0,44.62,44.62,105.0
JodaTime/src/test/org/joda/time/TestIllegalFieldValueException.java,348.0,348.0,710.0,2.0,3.0,0.0,116.0,116.0,236.67
JodaTimeContrib/presentation/JodaTime.sxi,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/java/org/joda/time/chrono/BasicDayOfMonthDateTimeField.java,108.0,108.0,219.0,1.0,4.0,0.0,27.0,27.0,54.75
JodaTime/src/java/org/joda/time/chrono/CommonGJChronology.java,211.0,211.0,422.0,1.0,2.0,0.0,105.5,105.5,211.0
JodaTime/src/testdata/BuddhistChronology.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/DelegatedDurationField.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/DateTimeProperty.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/PeriodType.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/YearMonthDayProperty.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/TimeOfDayProperty.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/GregorianChronology.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/MillisDurationField.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/UnsupportedDateTimeField.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/JulianChronology.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/DurationFieldType.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/UnsupportedDurationField.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTime/src/testdata/DateTimeFieldType.dat,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/HibernateTestCase.java,37.0,37.0,74.0,2.0,2.0,0.0,18.5,18.5,37.0
JodaTimeContrib/src/java/org/joda/time/contrib/hibernate/PersistentYearMonthDay.java,147.0,147.0,294.0,2.0,2.0,0.0,73.5,73.5,147.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/TestPersistentYearMonthDay.java,60.0,60.0,120.0,2.0,2.0,0.0,30.0,30.0,60.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/schedule.hbm.xml,16.0,16.0,32.0,2.0,2.0,0.0,8.0,8.0,16.0
JodaTimeContrib/src/test/org/joda/time/contrib/hibernate/Schedule.java,39.0,39.0,78.0,2.0,2.0,0.0,19.5,19.5,39.0
JodaTime/src/test/org/joda/time/format/TestISODateTimeFormat_Fields.java,1151.0,1151.0,2347.0,1.0,3.0,0.0,383.67,383.67,782.33
JodaTime/src/test/org/joda/time/TestPartial_Properties.java,416.0,416.0,846.0,1.0,3.0,0.0,138.67,138.67,282.0
JodaTime/src/test/org/joda/time/TestPartial_Constructors.java,459.0,459.0,918.0,1.0,2.0,0.0,229.5,229.5,459.0
JodaTime/src/test/org/joda/time/TestPartial_Basics.java,930.0,930.0,1884.0,1.0,4.0,0.0,232.5,232.5,471.0
JodaTime/src/java/org/joda/time/Partial.java,1109.0,1109.0,2321.0,2.0,15.0,3.0,73.93,73.93,154.73
JodaTime/src/test/org/joda/time/format/TestDateTimeFormatterBuilder.java,208.0,208.0,499.0,2.0,3.0,1.0,69.33,69.33,166.33
JodaTime/src/test/org/joda/time/format/TestPeriodFormat.java,130.0,130.0,284.0,1.0,3.0,0.0,43.33,43.33,94.67
JodaTime/src/test/org/joda/time/TestPartial_Match.java,187.0,187.0,428.0,1.0,5.0,0.0,37.4,37.4,85.6
JodaTime/src/test/org/joda/time/TestDurationField.java,62.0,62.0,124.0,1.0,2.0,0.0,31.0,31.0,62.0
JodaTime/src/testdata/MutableDateTimeProperty.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTime/src/testdata/DateMidnightProperty.dat,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/eventTZ.hbm.xml,19.0,19.0,38.0,1.0,2.0,0.0,9.5,9.5,19.0
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/HibernateTestCase.java,85.0,85.0,218.0,3.0,6.0,1.0,14.17,14.17,36.33
JodaTimeContrib/hibernate/project.xml,247.0,247.0,588.0,4.0,19.0,4.0,13.0,13.0,30.95
JodaTimeContrib/hibernate/NOTICE.txt,5.0,5.0,10.0,1.0,2.0,1.0,2.5,2.5,5.0
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/Event.java,115.0,115.0,307.0,2.0,5.0,1.0,23.0,23.0,61.4
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/event.hbm.xml,25.0,25.0,59.0,2.0,4.0,0.0,6.25,6.25,14.75
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/Schedule.java,81.0,81.0,204.0,2.0,5.0,1.0,16.2,16.2,40.8
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/schedule.hbm.xml,21.0,21.0,47.0,2.0,3.0,0.0,7.0,7.0,15.67
JodaTimeContrib/hibernate/README.txt,22.0,22.0,44.0,1.0,2.0,1.0,11.0,11.0,22.0
JodaTimeContrib/hibernate/project.properties,46.0,46.0,125.0,1.0,7.0,2.0,6.57,6.57,17.86
JodaTimeContrib/hibernate/src/java/org/joda/time/contrib/hibernate/PersistentYearMonthDay.java,224.0,224.0,525.0,1.0,8.0,3.0,28.0,28.0,65.62
JodaTimeContrib/hibernate/build.xml,681.0,681.0,1720.0,1.0,9.0,0.0,75.67,75.67,191.11
JodaTimeContrib/hibernate/RELEASE-NOTES.txt,39.0,39.0,91.0,1.0,5.0,1.0,7.8,7.8,18.2
JodaTimeContrib/hibernate/src/java/org/joda/time/contrib/hibernate/PersistentDateTime.java,224.0,224.0,525.0,1.0,8.0,3.0,28.0,28.0,65.62
JodaTimeContrib/hibernate/LICENSE.txt,202.0,202.0,404.0,1.0,2.0,1.0,101.0,101.0,202.0
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/EventTZ.java,55.0,55.0,127.0,1.0,3.0,1.0,18.33,18.33,42.33
JodaTimeContrib/hibernate/src/conf/MANIFEST.MF,24.0,24.0,65.0,1.0,6.0,2.0,4.0,4.0,10.83
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/TestPersistentDateTime.java,123.0,123.0,266.0,2.0,4.0,1.0,30.75,30.75,66.5
JodaTimeContrib/hibernate/src/java/org/joda/time/contrib/hibernate/PersistentDateTimeTZ.java,175.0,175.0,391.0,1.0,8.0,3.0,21.88,21.88,48.88
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/TestPersistentYearMonthDay.java,80.0,80.0,180.0,2.0,4.0,1.0,20.0,20.0,45.0
JodaTimeContrib/hibernate/checkstyle.xml,81.0,81.0,162.0,1.0,2.0,1.0,40.5,40.5,81.0
JodaTimeContrib/hibernate/.cvsignore,3.0,3.0,7.0,2.0,3.0,0.0,1.0,1.0,2.33
JodaTimeContrib/hibernate/.project,18.0,18.0,36.0,1.0,2.0,1.0,9.0,9.0,18.0
JodaTimeContrib/hibernate/.classpath,73.0,73.0,187.0,1.0,9.0,2.0,8.11,8.11,20.78
JodaTimeContrib/hibernate/xdocs/stylesheets/maven-theme.css,123.0,123.0,250.0,1.0,3.0,0.0,41.0,41.0,83.33
JodaTimeContrib/hibernate/xdocs/navigation.xml,88.0,88.0,204.0,2.0,11.0,4.0,8.0,8.0,18.55
JodaTimeContrib/hibernate/xdocs/images/jodatime.png,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTimeContrib/hibernate/xdocs/images/joda.png,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JodaTimeContrib/jsptags/src/conf/joda.tld,231.0,231.0,462.0,2.0,2.0,1.0,115.5,115.5,231.0
JodaTimeContrib/jsptags/LICENSE.txt,201.0,201.0,402.0,2.0,2.0,1.0,100.5,100.5,201.0
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/JodaTagLibraryValidator.java,801.0,801.0,1959.0,2.0,6.0,2.0,133.5,133.5,326.5
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/DateTimeZoneSupport.java,235.0,235.0,571.0,2.0,6.0,3.0,39.17,39.17,95.17
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/FormatTag.java,147.0,147.0,359.0,2.0,5.0,2.0,29.4,29.4,71.8
JodaTimeContrib/jsptags/build.xml,321.0,321.0,914.0,2.0,13.0,3.0,24.69,24.69,70.31
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/SetDateTimeZoneTag.java,50.0,50.0,115.0,2.0,4.0,2.0,12.5,12.5,28.75
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/ParseDateTimeTag.java,148.0,148.0,363.0,2.0,5.0,2.0,29.6,29.6,72.6
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/DateTimeZoneTag.java,44.0,44.0,97.0,2.0,4.0,2.0,11.0,11.0,24.25
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/ParseDateTimeSupport.java,277.0,277.0,676.0,2.0,7.0,3.0,39.57,39.57,96.57
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/Resources.java,176.0,176.0,401.0,2.0,5.0,2.0,35.2,35.2,80.2
JodaTimeContrib/jsptags/NOTICE.txt,10.0,10.0,23.0,2.0,3.0,2.0,3.33,3.33,7.67
JodaTimeContrib/jsptags/README.txt,96.0,96.0,192.0,2.0,2.0,0.0,48.0,48.0,96.0
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/FormatSupport.java,258.0,258.0,627.0,2.0,7.0,2.0,36.86,36.86,89.57
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/Resources_ja.properties,297.0,297.0,594.0,2.0,2.0,1.0,148.5,148.5,297.0
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/SetDateTimeZoneSupport.java,145.0,145.0,345.0,2.0,5.0,2.0,29.0,29.0,69.0
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/Util.java,1234.0,1234.0,3040.0,2.0,6.0,3.0,205.67,205.67,506.67
JodaTimeContrib/jsptags/src/java/org/joda/time/contrib/jsptag/Resources.properties,304.0,304.0,608.0,2.0,2.0,1.0,152.0,152.0,304.0
JodaTime/src/java/org/joda/time/chrono/BasicWeekOfWeekyearDateTimeField.java,122.0,122.0,246.0,1.0,3.0,0.0,40.67,40.67,82.0
JodaTime/src/java/org/joda/time/chrono/BasicWeekyearDateTimeField.java,254.0,254.0,510.0,1.0,3.0,0.0,84.67,84.67,170.0
JodaTime/src/java/org/joda/time/chrono/BasicDayOfYearDateTimeField.java,109.0,109.0,226.0,2.0,5.0,1.0,21.8,21.8,45.2
JodaTimeContrib/jsptags/.cvsignore,3.0,3.0,7.0,2.0,3.0,0.0,1.0,1.0,2.33
JodaTimeContrib/jsptags/.classpath,18.0,18.0,36.0,1.0,2.0,1.0,9.0,9.0,18.0
JodaTimeContrib/jsptags/.project,18.0,18.0,36.0,1.0,2.0,1.0,9.0,9.0,18.0
JodaTimeContrib/jsptags/project.xml,278.0,278.0,700.0,2.0,22.0,10.0,12.64,12.64,31.82
JodaTimeContrib/jsptags/project.properties,39.0,39.0,104.0,1.0,9.0,3.0,4.33,4.33,11.56
JodaTimeContrib/jsptags/xdocs/navigation.xml,78.0,78.0,174.0,2.0,13.0,6.0,6.0,6.0,13.38
JodaTimeContrib/jsptags/xdocs/images/joda.png,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/jsptags/xdocs/tasks.xml,27.0,27.0,63.0,1.0,3.0,1.0,9.0,9.0,21.0
JodaTimeContrib/jsptags/xdocs/stylesheets/maven-theme.css,123.0,123.0,250.0,1.0,3.0,2.0,41.0,41.0,83.33
JodaTimeContrib/jsptags/xdocs/images/jodatime.png,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/jsptags/checkstyle.xml,81.0,81.0,162.0,1.0,2.0,1.0,40.5,40.5,81.0
JodaTime/xdocs/upgradeto110.xml,202.0,202.0,408.0,1.0,4.0,2.0,50.5,50.5,102.0
JodaTimeContrib/hibernate/src/java/org/joda/time/contrib/hibernate/PersistentTimeOfDayExact.java,304.0,304.0,759.0,2.0,8.0,3.0,38.0,38.0,94.88
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/TestPersistentTimeOfDayExact.java,78.0,78.0,174.0,2.0,3.0,1.0,26.0,26.0,58.0
JodaTimeContrib/hibernate/src/test/org/joda/time/contrib/hibernate/TestPersistentTimeOfDay.java,89.0,89.0,196.0,2.0,3.0,1.0,29.67,29.67,65.33
JodaTimeContrib/hibernate/src/java/org/joda/time/contrib/hibernate/PersistentTimeOfDay.java,308.0,308.0,771.0,2.0,8.0,3.0,38.5,38.5,96.38
JodaTimeContrib/jsptags/xdocs/userguide.xml,246.0,246.0,503.0,1.0,7.0,2.0,35.14,35.14,71.86
JodaTimeContrib/jsptags/xdocs/licensecover.xml,41.0,41.0,85.0,1.0,3.0,1.0,13.67,13.67,28.33
JodaTimeContrib/jsptags/xdocs/index.xml,102.0,102.0,225.0,2.0,10.0,4.0,10.2,10.2,22.5
JodaTimeContrib/jsptags/xdocs/stylesheets/joda-theme.css,121.0,121.0,242.0,1.0,2.0,2.0,60.5,60.5,121.0
JodaTimeContrib/jsptags/maven.xml,47.0,47.0,94.0,1.0,2.0,2.0,23.5,23.5,47.0
JodaTimeContrib/jsptags/RELEASE-NOTES.txt,172.0,172.0,399.0,1.0,12.0,4.0,14.33,14.33,33.25
JodaTime/xdocs/stylesheets/joda-theme.css,124.0,124.0,251.0,1.0,3.0,1.0,41.33,41.33,83.67
JodaTime/src/test/org/joda/time/.cvsignore,1.0,1.0,2.0,2.0,2.0,0.0,0.5,0.5,1.0
JodaTime/src/java/org/joda/time/ChronologyType.java,353.0,353.0,733.0,1.0,3.0,1.0,117.67,117.67,244.33
JodaTime/src/test/org/joda/time/TestChronologyType.java,192.0,192.0,397.0,1.0,3.0,1.0,64.0,64.0,132.33
JodaTime/src/java/org/joda/time/chrono/BasicSingleEraDateTimeField.java,134.0,134.0,268.0,1.0,2.0,0.0,67.0,67.0,134.0
JodaTime/src/test/org/joda/time/field/TestFieldUtils.java,191.0,191.0,382.0,2.0,2.0,0.0,95.5,95.5,191.0
JodaTimeContrib/hibernate/xdocs/licensecover.xml,41.0,41.0,82.0,1.0,2.0,0.0,20.5,20.5,41.0
JodaTimeContrib/hibernate/xdocs/userguide.xml,169.0,169.0,477.0,2.0,8.0,0.0,21.12,21.12,59.62
JodaTimeContrib/hibernate/xdocs/stylesheets/joda-theme.css,127.0,127.0,260.0,1.0,3.0,1.0,42.33,42.33,86.67
JodaTimeContrib/hibernate/xdocs/index.xml,103.0,103.0,235.0,2.0,9.0,3.0,11.44,11.44,26.11
JodaTimeContrib/hibernate/xdocs/tasks.xml,19.0,19.0,38.0,1.0,3.0,1.0,6.33,6.33,12.67
JodaTimeContrib/presentation/JodaTimeBeJUG.sxi,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/holiday/xdoc/stylesheets/maven-theme.css,121.0,121.0,242.0,1.0,2.0,1.0,60.5,60.5,121.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/GBAnniversaries.java,69.0,69.0,138.0,1.0,2.0,1.0,34.5,34.5,69.0
JodaTimeContrib/holiday/.cvsignore,5.0,5.0,10.0,2.0,2.0,0.0,2.5,2.5,5.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,63.0,63.0,126.0,1.0,2.0,1.0,31.5,31.5,63.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,105.0,105.0,210.0,1.0,2.0,1.0,52.5,52.5,105.0
JodaTimeContrib/holiday/checkstyle.xml,81.0,81.0,162.0,1.0,2.0,1.0,40.5,40.5,81.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/IAnniversaryFactory.java,25.0,25.0,50.0,1.0,2.0,1.0,12.5,12.5,25.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/AnniversaryFactory.java,46.0,46.0,92.0,1.0,2.0,1.0,23.0,23.0,46.0
JodaTimeContrib/holiday/src/test/org/joda/time/contrib/holiday/anniversary/TestUSAnniversaries.java,135.0,135.0,270.0,1.0,2.0,1.0,67.5,67.5,135.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,191.0,191.0,382.0,1.0,2.0,1.0,95.5,95.5,191.0
JodaTimeContrib/holiday/xdoc/images/joda.png,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/CanadaStatutoryHolidays.java,52.0,52.0,104.0,1.0,2.0,1.0,26.0,26.0,52.0
JodaTimeContrib/holiday/src/test/org/joda/time/contrib/holiday/TestUSHolidays.java,57.0,57.0,114.0,1.0,2.0,1.0,28.5,28.5,57.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CommonAnniversaries.java,118.0,118.0,236.0,1.0,2.0,1.0,59.0,59.0,118.0
JodaTimeContrib/holiday/xdoc/stylesheets/joda-theme.css,121.0,121.0,242.0,1.0,2.0,1.0,60.5,60.5,121.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/USGovtHolidays.java,54.0,54.0,108.0,1.0,2.0,1.0,27.0,27.0,54.0
JodaTimeContrib/holiday/xdoc/index.xml,54.0,54.0,108.0,1.0,2.0,1.0,27.0,27.0,54.0
JodaTimeContrib/holiday/src/test/org/joda/time/contrib/holiday/anniversary/TestCommonAnniversaries.java,46.0,46.0,92.0,1.0,2.0,1.0,23.0,23.0,46.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/GBHolidays.java,51.0,51.0,102.0,1.0,2.0,1.0,25.5,25.5,51.0
JodaTimeContrib/holiday/LICENSE.txt,202.0,202.0,404.0,1.0,2.0,1.0,101.0,101.0,202.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/AnnualHolidays.java,49.0,49.0,98.0,1.0,2.0,1.0,24.5,24.5,49.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/TimeUtility.java,157.0,157.0,314.0,1.0,2.0,1.0,78.5,78.5,157.0
JodaTimeContrib/holiday/NOTICE.txt,5.0,5.0,10.0,1.0,2.0,1.0,2.5,2.5,5.0
JodaTimeContrib/holiday/xdoc/images/jodatime.png,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/src/joda-holiday.dtd,67.0,67.0,159.0,1.0,4.0,2.0,16.75,16.75,39.75
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/src/GB.xml,435.0,435.0,1139.0,1.0,4.0,2.0,108.75,108.75,284.75
JodaTime/src/java/org/joda/time/chrono/CommonFixedMonthChronology.java,167.0,167.0,334.0,1.0,2.0,0.0,83.5,83.5,167.0
JodaTime/src/java/org/joda/time/chrono/BasicFixedMonthOfYearDateTimeField.java,99.0,99.0,198.0,1.0,2.0,1.0,49.5,49.5,99.0
JodaTime/src/java/org/joda/time/chrono/EthiopicChronology.java,294.0,294.0,601.0,2.0,8.0,3.0,36.75,36.75,75.12
JodaTime/src/test/org/joda/time/chrono/TestEthiopicChronology.java,554.0,554.0,1280.0,1.0,4.0,2.0,138.5,138.5,320.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/HolidayRule.java,259.0,259.0,518.0,1.0,2.0,1.0,129.5,129.5,259.0
JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/Holiday.java,106.0,106.0,212.0,1.0,2.0,1.0,53.0,53.0,106.0
JodaTime/xdocs/cal_ethiopic.xml,63.0,63.0,129.0,1.0,4.0,1.0,15.75,15.75,32.25
JodaTime/xdocs/upgradeto120.xml,143.0,143.0,408.0,1.0,4.0,0.0,35.75,35.75,102.0
